created_at,text
2019-03-05 07:05:03,"['rt', '@', 'sudjiwotedjo', ':', 'yth', 'pak', 'jokowi', 'dan', 'pak', 'probowo', ',', 'bagaimana', 'sampeyan', 'nanti', 'kalau', 'terpilih', 'jadi', 'presiden', '2019', 'bila', 'makin', 'banyak', 'generasi', 'mud…']"
2019-03-05 07:05:03,"['rt', '@', 'baretputiih', ':', 'ustad', '@', 'yusuf_mansur', 'ane', 'mau', 'tanya', 'dr', 'pernyataan', 'antum', 'ini', ',', '1.', 'apa', 'ini', 'benar', 'klr', 'dr', 'mulut', 'antum', '2', '.', 'apakah', 'dengan', 'mengingkar…']"
2019-03-05 07:05:02,"['rt', '@', 'detikcom', ':', 'tim', 'kampanye', 'nasional', '(', 'tkn', ')', ""jokowi-ma'ruf"", 'amin', 'kembali', 'membeberkan', 'penerimaan', 'dan', 'pengeluaran', 'dana', 'kampanye', 'dari', '23', 'september…']"
2019-03-05 07:05:02,"['rt', '@', 'murtadhaone', ':', 'detik-detik', 'adian', 'napitupulu', 'menguliti', '#', 'koalisiprabohong', '1', '.', 'mertuanya', 'yg', 'berikan', '30', 'juta', 'hektar', 'tanah', 'ke', 'perusahaan2', 'asin…']"
2019-03-05 07:05:01,"['@', 'bwirawwn', '@', 'haikal_hassan', 'jangan', 'lupa', 'pilih', 'jokowi', ',', '#', 'nyanyi']"
2019-03-05 07:05:01,"['rt', '@', 'sudjiwotedjo', ':', 'yth', 'pak', 'jokowi', 'dan', 'pak', 'probowo', ',', 'bagaimana', 'sampeyan', 'nanti', 'kalau', 'terpilih', 'jadi', 'presiden', '2019', 'bila', 'makin', 'banyak', 'generasi', 'mud…']"
2019-03-05 07:05:00,"['rt', '@', 'fagtng', ':', 'wahai', 'teman', 'seumuran', ',', 'generasi', 'milenial..', 'kalian', 'sama', 'seperti', 'aq', ',', 'pilpres', '2019', 'adalah', 'pertama', 'kali', 'kita', 'ikuti', '.', 'suara', 'ini', 'yg', 'su…']"
2019-03-05 07:04:57,"['rt', '@', 'xcintakiehlx', ':', 'jadi', 'presiden', 'itu', 'berat', '!', 'biar', 'pak', '@', 'jokowi', 'saja', '!', '👍', 'https', ':', '//t.co/5inzxk5aeq']"
2019-03-05 07:04:56,"['rt', '@', 'dianyounee', ':', '``', 'jadi', 'yang', 'lebih', 'urgent', 'dilakukan', 'oleh', 'pemerintah', 'semestinya', 'mendorong', 'penyediaan', 'lapangan', 'kerja', 'formal', 'sebanyak-banyaknya', ',', '…']"
2019-03-05 07:04:54,"['hindari', 'perpecahan', ',', 'presiden', 'jokowi', 'minta', 'siswa', 'sma', 'taruna', 'nusantara', 'berani', 'luruskan', 'berita', 'hoaks', 'https', ':', '//t.co/ot9wsoywsg']"
2019-03-05 07:04:54,"['rt', '@', 'vegaeriadany', ':', 'dan', 'jennie', 'blackpink', 'akrab', 'banget', 'dengan', 'jokowi', '.', 'makanya', 'dia', 'buat', 'lagu', '``', 'solo', ""''"", 'sesuai', 'dengan', 'daerah', 'asal', 'pak', 'jokowi', 'https', ':', '…']"
2019-03-05 07:04:53,"['rt', '@', 'zelby_usman', ':', 'salah', 'satu', 'progra', 'yg', 'dibutuhkan', 'masyarakat', 'akan', 'dilakukan', 'oleh', 'pak', '@', 'jokowi', 'jika', 'terpilih', 'kembali..', '#', 'sdmpremium', 'https', ':', '//t.c…']"
2019-03-05 07:04:52,"['rt', '@', 'indonesiakitaco', ':', 'surya', 'paloh', 'beri', 'isyarat', 'pesimis', 'jika', 'jokowi', 'kalah', ',', 'rizal', 'ramli', ':', 'kok', 'ada', 'argumen', 'konyol', 'dan', 'nakutin', '?', 'https', ':', '//t.co/0od…']"
2019-03-05 07:04:52,"['rt', '@', 'sudjiwotedjo', ':', 'pendukung', 'pak', 'jokowi', 'fokus', 'ngomong', 'baik2nya', 'pak', 'jokowi', 'aja', '.', 'nggak', 'usah', 'buruk2nya', 'pak', 'prabowo', '.', 'begitu', 'jg', ',', 'sebaliknya', ',', 'pen…']"
2019-03-05 07:04:49,"['rt', '@', 'ekowboy', ':', 'pak', 'kapolri', 'tito', 'berjanji', 'akan', 'menindak', 'tegas', 'fitnah', 'dari', 'kelompok', 'manapun..', 'erlinda', ',', 'tkn', 'jokowi', ""ma'ruf"", 'melontarkan', 'fitnah', 'pr…']"
2019-03-05 07:04:48,"['nyinyir', 'fitnah', 'hoaks', 'marco', 'soal', 'karya', 'jokowi', 'di', 'dki', ',', 'dasar', 'picik', ',', 'picek', 'dan', 'pekok', 'https', ':', '//t.co/vp5lsmhhot']"
2019-03-05 07:04:46,"['rt', '@', 'ronavioleta', ':', 'lho', '?', '😁', 'alasan', 'para', 'caleg', 'takut', 'suaranya', 'bkurang', 'jk', 'terang2an', 'kampanye', 'jokmin', 'di', 'ranah', 'minang', '.', '``', 'kalau', 'kalah', 'kan', 'mereka', 'rug…']"
2019-03-05 07:04:46,"['@', 'dahnilanzar', 'udah', 'jelas', 'salah', 'jokowi', 'lah', 'dahnil']"
2019-03-05 07:04:46,"['rt', '@', 'handokotjung', ':', 'blackpink', 'adalah', 'pendukung', 'jokowi', ',', 'karena', 'lirik', 'mereka', 'jika', 'diartikan', 'adalah', '``', 'kerja', ',', 'kerja', ',', 'kerja', ',', 'kerja', '.', ""''"", '``', 'do', ',', 'do', ',', 'do', ',', '…']"
2019-03-05 07:04:45,"['@', 'detikfinance', '@', 'jokowi', 'janji', 'busuk']"
2019-03-05 07:04:43,"['rt', '@', 'abramansya', ':', 'orang', 'lain', 'yg', 'merasakn', 'nikmat', '.', 'jokowi', 'yg', 'salah', 'hedeeeeeeh', 'otak', 'mana', 'otak', 'oiiiii', '#', 'sepreinyapink', 'https', ':', '//t.co/zsxfnmm8od']"
2019-03-05 07:04:43,"['rt', '@', 'habibthink', ':', 'bagaimana', 'nih', 'pks', '?', 'kok', 'bisa', 'begini', '?', 'jangan', 'heran', 'kalau', 'masyarakat', 'mengira', 'sumber', 'fitnah', 'ternyata', 'dari', 'kalian', '.', 'https', ':', '//t.…']"
2019-03-05 07:04:41,"['rt', '@', 'dennysiregar7', ':', '``', 'rezim', '@', 'jokowi', 'ini', 'membebani', 'rakyat', '.', 'hutang', 'semakin', 'bengkak', '.', 'banyak', 'tka', 'aseng', 'jadi', 'pekerja', '.', 'malah', 'bangun', 'jalan', 'tol', '.', 'mema…']"
2019-03-05 07:04:41,"['rt', '@', 'sudjiwotedjo', ':', 'yth', 'pak', 'jokowi', 'dan', 'pak', 'probowo', ',', 'bagaimana', 'sampeyan', 'nanti', 'kalau', 'terpilih', 'jadi', 'presiden', '2019', 'bila', 'makin', 'banyak', 'generasi', 'mud…']"
2019-03-05 07:04:40,"['@', 'fadlizon', '@', 'jokowi', 'bang', 'fadli', 'jenis', 'jalan', 'itu', 'ada', 'jalan', 'desa', ',', 'jalan', 'kec', ',', 'jln', 'kab', ',', 'jln', 'prov', 'dan', 'jalan', 'nasional', 'coba', 'd…', 'https', ':', '//t.co/situmso19s']"
2019-03-05 07:04:40,"['@', 'detikcom', '@', 'jokowi', '@', 'detikfinance', 'masyarakat', 'pada', 'malas', ""''"", 'nanti']"
2019-03-05 07:04:39,"['rt', '@', 'herrreza', ':', 'sapi', 'bongkrek', 'kapan', 'kapoknya', '?', 'emak-emak', 'sebut', 'jokowi', 'akan', 'hapus', 'pelajaran', 'agama', 'berbaju', 'logo', 'pks', 'https', ':', '//t.co/obzqstotec']"
2019-03-05 07:04:38,"['@', 'detikcom', '@', 'jokowi', '@', 'detikfinance', 'ngibul', 'kok', 'direspon']"
2019-03-05 07:04:38,"['@', 'irawan_kusnadi1', '@', 'gunromli', 'fakta', 'nya', 'hoax', 'merajalela', 'semenjak', 'jokowi', 'jadi', 'presiden.karena', 'presiden', 'sendiri', 'yang', 'ben…', 'https', ':', '//t.co/6as7byklmf']"
2019-03-05 07:04:38,"['rt', '@', 'xcintakiehlx', ':', 'jadi', 'presiden', 'itu', 'berat', '!', 'biar', 'pak', '@', 'jokowi', 'saja', '!', '👍', 'https', ':', '//t.co/5inzxk5aeq']"
